time,time_to_expiry,spot,is_rebalance,option_price_per_unit,model_option_price_per_unit,option_delta_per_unit,target_stock_position,actual_stock_position,stock_trade,stock_trade_cashflow,option_cashflow,option_settlement,interest_accrual,transaction_cost,cumulative_transaction_cost,cash_account,stock_market_value,option_position_value,net_delta,portfolio_value
0.0,1.0,100.0,True,9.413403383853016,9.413403383853016,0.5987063256829237,0.5987063256829237,0.5987063256829237,0.5987063256829237,-59.87063256829237,9.413403383853016,0.0,0.0,0.029935316284146186,0.029935316284146186,-50.4871645007235,59.87063256829237,-9.413403383853016,0.0,-0.029935316284145586
0.003968253968253968,0.996031746031746,99.00966430203437,True,8.808876124081763,8.808876124081763,0.5791192559398688,0.5791192559398688,0.5791192559398688,-0.019587069743054908,1.9393091999204009,0.0,0.0,-0.0060107345009898835,0.0009696545999602006,0.030904970884106386,-48.55483568990405,57.338403121450334,-8.808876124081763,0.0,-0.02530869253548218
0.007936507936507936,0.9920634920634921,99.31415020068579,True,8.964866951958946,8.964866951958946,0.5849050279082221,0.5849050279082221,0.5849050279082221,0.0057857719683532816,-0.5746090262919553,0.0,0.0,-0.005780681663495261,0.00028730451314597764,0.031192275397252365,-49.13551270237265,58.08934579481348,-8.964866951958946,0.0,-0.011033859518114753
0.011904761904761904,0.9880952380952381,96.97335757775711,True,7.629889722024593,7.629889722024593,0.5374116426300679,0.5374116426300679,0.5374116426300679,-0.047493385278154165,4.605593033156629,0.0,0.0,-0.0058498139942033305,0.002302796516578315,0.03349507191383068,-44.538072279726805,52.11461138721539,-7.629889722024593,0.0,-0.05335061453600787
0.015873015873015872,0.9841269841269842,98.69763945567317,True,8.56570245555821,8.56570245555821,0.572183396387853,0.572183396387853,0.572183396387853,0.03477175375778507,-3.43189001562732,0.0,0.0,-0.005302467078647261,0.0017159450078136598,0.03521101692164434,-47.97698070744059,56.473150559210836,-8.56570245555821,0.0,-0.06953260378796244
0.01984126984126984,0.9801587301587301,99.49849020031142,True,9.008930783011287,9.008930783011287,0.5878880809655738,0.5878880809655738,0.5878880809655738,0.015704684577720784,-1.5625924045553334,0.0,0.0,-0.005711885308738355,0.0007812962022776667,0.03599231312392201,-49.54606629350694,58.49397646283303,-9.008930783011287,0.0,-0.06102061368519429
0.023809523809523808,0.9761904761904762,99.1369968637883,True,8.776357516635997,8.776357516635997,0.5804884192125804,0.5804884192125804,0.5804884192125804,-0.007399661752993336,0.7335802439995945,0.0,0.0,-0.005898692331086378,0.0003667901219997973,0.03635910324592181,-48.81875153196043,57.547878594943015,-8.776357516635997,0.0,-0.047230453653412496
0.027777777777777776,0.9722222222222222,98.75205272823852,True,8.53309294157122,8.53309294157122,0.5725314180162353,0.5725314180162353,0.5725314180162353,-0.007957001196345126,0.7857702017001309,0.0,0.0,-0.005812102086347159,0.0003928851008500655,0.036751988346771874,-48.039186317447495,56.53865278051244,-8.53309294157122,0.0,-0.033626478506270985
0.031746031746031744,0.9682539682539683,99.13473049769303,True,8.732243336427274,8.732243336427274,0.5799796536528086,0.5799796536528086,0.5799796536528086,0.007448235636573264,-0.7383788325150036,0.0,0.0,-0.005719291179317961,0.0003691894162575018,0.037121177763029374,-48.78365363055807,57.49612665901652,-8.732243336427274,0.0,-0.019770307968826728
0.03571428571428571,0.9642857142857143,98.8049118651607,True,8.520676795898098,8.520676795898098,0.5731021897462875,0.5731021897462875,0.5731021897462875,-0.0068774639065211085,0.679527215139642,0.0,0.0,-0.005807923516032154,0.000339763607569821,0.037460941370599195,-48.11027410254203,56.62531134761254,-8.520676795898098,0.0,-0.00563955082758838
0.03968253968253968,0.9603174603174603,98.528004475945,True,8.341422909802752,8.341422909802752,0.5672299558452355,0.5672299558452355,0.5672299558452355,-0.00587223390105196,0.5785794880866434,0.0,0.0,-0.005727754514636793,0.0002892897440433217,0.03775023111464252,-47.537711658714066,55.88803562840945,-8.341422909802752,0.0,0.008901059892629348
0.04365079365079365,0.9563492063492064,99.42986303745313,True,8.839632839498215,8.839632839498215,0.5852134813625849,0.5852134813625849,0.5852134813625849,0.017983525517349386,-1.7880994791205929,0.0,0.0,-0.005659588261508466,0.0008940497395602965,0.038644280854202816,-49.33236477583573,58.18769629955295,-8.839632839498215,0.0,0.015698684219003667
0.047619047619047616,0.9523809523809523,100.08069995764612,True,9.202982518674617,9.202982518674617,0.5979745743943609,0.5979745743943609,0.5979745743943609,0.012761093031775972,-1.2771391228447797,0.0,0.0,-0.005873250159835864,0.0006385695614223898,0.03928285041562521,-50.61601571840177,59.84571396226317,-9.202982518674617,0.0,0.02671572518678289
0.051587301587301584,0.9484126984126984,100.00384213585754,True,9.13530757448168,9.13530757448168,0.5962542642962545,0.5962542642962545,0.5962542642962545,-0.001720310098106359,0.17203761947574991,0.0,0.0,-0.0060260748447634425,8.601880973787497e-05,0.03936886922536308,-50.45009019258052,59.62771731951452,-9.13530757448168,0.0,0.04231955245231944
0.05555555555555555,0.9444444444444444,99.9001698323209,True,9.051810478870316,9.051810478870316,0.593988694472229,0.593988694472229,0.593988694472229,-0.002265569824025482,0.226330810187127,0.0,0.0,-0.006006320630152432,0.0001131654050935635,0.039482034630456644,-50.229878868428635,59.33957145625425,-9.051810478870316,0.0,0.05788210895529744
0.05952380952380952,0.9404761904761905,100.1068808099768,True,9.153155280574637,9.153155280574637,0.59791461316912,0.59791461316912,0.59791461316912,0.003925918696890962,-0.393011475059323,0.0,0.0,-0.005980103435808523,0.00019650573752966148,0.039678540367986306,-50.6290669526613,59.85536691506448,-9.153155280574637,0.0,0.07314468182854483
0.06349206349206349,0.9365079365079365,99.33939318838483,True,8.678425879625571,8.678425879625571,0.5822638857894316,0.5822638857894316,0.5822638857894316,-0.015650727379688423,1.5547337608550882,0.0,0.0,-0.006027628655614577,0.0007773668804275441,0.04045590724841385,-49.081138187342255,57.84174108983314,-8.678425879625571,0.0,0.08217702286531647
0.06746031746031746,0.9325396825396826,98.83928118354925,True,8.368122374916382,8.368122374916382,0.5718045411208155,0.5718045411208155,0.5718045411208155,-0.010459344668616088,1.0337941086970024,0.0,0.0,-0.005843340452329869,0.0005168970543485012,0.04097280430276235,-48.05370431615193,56.516749821870626,-8.368122374916382,0.0,0.0949231308023144
0.07142857142857142,0.9285714285714286,99.52831933594493,True,8.745122695083616,8.745122695083616,0.5856518132934964,0.5856518132934964,0.5856518132934964,0.013847272172680891,-1.3781957267343277,0.0,0.0,-0.0057210196153781165,0.0006890978633671638,0.041661902166129514,-49.438310160365006,58.2889406931503,-8.745122695083616,0.0,0.10550783770167982
