time_to_expiry,price_bounds_passed,monotonicity_passed,slope_bounds_passed,convexity_passed,minimum_slope,maximum_slope,minimum_slope_change,all_checks_passed
0.0821917808219178,True,True,True,True,-0.9975363565381009,-7.425387199205818e-10,6.248995262128563e-08,True
0.2465753424657534,True,True,True,True,-0.9903608783563825,-0.00013873515476490992,0.0005895912973771044,True
0.4931506849315068,True,True,True,True,-0.9667236952849053,-0.0036436947673252887,0.005708266606619462,True
1.0,True,True,True,True,-0.912364032437786,-0.021255982460220167,0.016332800022761974,True
2.0,True,True,True,True,-0.8382663848966017,-0.052767644216683555,0.024636437640909732,True
