number_of_paths,mean_terminal_pnl,median_terminal_pnl,pnl_standard_deviation,root_mean_squared_pnl,mean_absolute_pnl,pnl_5_percentile,pnl_95_percentile,probability_of_loss,mean_transaction_cost,simulated_realized_volatility
60.0,3.949670224673688,3.9356495091365993,1.0640596437670997,4.0881838788239575,3.949670224673688,2.181765861508829,5.457092071212771,0.0,0.0,0.1
60.0,2.0562489169626548,2.141520777228289,0.6431053036699376,2.1528704016401807,2.0562489169626548,0.9332380326729748,2.8556879113081997,0.0,0.0,0.15
60.0,-0.005885156258479288,-0.002662053988282379,0.41693265783348943,0.4134855042354157,0.2979626585700216,-0.6022191631007311,0.8149837811365158,0.5,0.0,0.2
60.0,-1.8804338336075856,-1.8810670945481636,0.8455186390723446,2.0588875982217254,1.8804338336075856,-3.2484012849240513,-0.5700578037500843,1.0,0.0,0.25
60.0,-3.999326527525175,-3.961273478416108,2.045083905258338,4.484113593229714,3.999326527525175,-7.335011239637408,-1.128444997326586,1.0,0.0,0.3
