path_id,terminal_spot,realized_volatility,terminal_pnl,total_transaction_cost,option_premium_per_unit,option_payoff_per_unit,number_of_rebalances
0,128.85156834369891,0.21342672018575612,-0.5399578851865101,0.0,9.413403383853016,28.851568343698915,251
1,97.21841550042869,0.2065530188762997,-0.9578199142798454,0.0,9.413403383853016,0.0,251
2,113.81513840767559,0.20236374923839412,-0.12891621974756617,0.0,9.413403383853016,13.81513840767559,251
3,96.91189943894246,0.19991520608825714,-0.022691781151316093,0.0,9.413403383853016,0.0,251
4,81.57234202038005,0.18331071904220975,0.46901078409982183,0.0,9.413403383853016,0.0,251
5,64.10741910901395,0.20362565289328852,-0.1887483333058268,0.0,9.413403383853016,0.0,251
6,93.3575937571019,0.20856596102290767,-0.6743117813396423,0.0,9.413403383853016,0.0,251
7,65.4129684353487,0.1870251746404633,0.051466386932619276,0.0,9.413403383853016,0.0,251
8,107.58244984993084,0.20862176060720022,-0.33519930724064295,0.0,9.413403383853016,7.582449849930839,251
9,80.55159562000928,0.1926484655919577,0.28589017774224984,0.0,9.413403383853016,0.0,251
10,83.18890842521913,0.19262463163001142,0.30339059146162317,0.0,9.413403383853016,0.0,251
11,111.30102469907193,0.22252987410415226,-1.169776615382645,0.0,9.413403383853016,11.301024699071931,251
12,99.2282480467273,0.20120068175566613,-0.485382801959787,0.0,9.413403383853016,0.0,251
13,121.13141131128404,0.18413704966116362,0.20815386862747687,0.0,9.413403383853016,21.13141131128404,251
14,107.68549482504461,0.19988584977213092,-0.1056938469533577,0.0,9.413403383853016,7.685494825044614,251
15,105.6958887557988,0.21707324128678507,-0.6942799520699339,0.0,9.413403383853016,5.695888755798805,251
16,113.17458232102113,0.19987839510543226,0.19930052393988262,0.0,9.413403383853016,13.174582321021134,251
17,105.06374016540987,0.19819971487339688,-0.1078357511001542,0.0,9.413403383853016,5.063740165409868,251
18,123.88693646384831,0.19660335792289035,0.0011120155677417642,0.0,9.413403383853016,23.886936463848315,251
19,109.98037091181612,0.18938345960858072,0.4150720989245258,0.0,9.413403383853016,9.980370911816124,251
20,124.63928650859862,0.19802684485944153,-0.019124737234918143,0.0,9.413403383853016,24.639286508598616,251
21,120.15057994186562,0.19808262845869548,0.2679932468635684,0.0,9.413403383853016,20.150579941865615,251
22,108.4098622861752,0.1994536211868925,0.059949751983864985,0.0,9.413403383853016,8.409862286175198,251
23,93.03912635400687,0.22494975811086446,-1.737320549792567,0.0,9.413403383853016,0.0,251
24,124.79540009980008,0.19978752721055254,-0.15134977512938974,0.0,9.413403383853016,24.795400099800077,251
25,79.76161895501026,0.20067342806667263,-0.010972788200921407,0.0,9.413403383853016,0.0,251
26,134.54595096902054,0.21027058139890606,-0.3207398125314711,0.0,9.413403383853016,34.54595096902054,251
27,69.31576441795877,0.20636474669384836,-0.05381254729435991,0.0,9.413403383853016,0.0,251
28,131.1577044753721,0.20699264327370515,-0.06030063587455459,0.0,9.413403383853016,31.1577044753721,251
29,96.56869546163104,0.2009178167944881,0.03110226753879361,0.0,9.413403383853016,0.0,251
30,100.77480182496916,0.20476468240937665,0.11505988898341002,0.0,9.413403383853016,0.7748018249691597,251
31,86.74669235171973,0.19939723815215435,0.11779164128621626,0.0,9.413403383853016,0.0,251
32,114.30551534105831,0.19242369309522075,0.08851747067731708,0.0,9.413403383853016,14.30551534105831,251
33,106.30759750478444,0.20525435608500237,-0.27306631770692036,0.0,9.413403383853016,6.3075975047844395,251
34,95.27450895862098,0.18748452006446625,0.5561333974542021,0.0,9.413403383853016,0.0,251
35,95.17859441782726,0.1895917599008605,-0.2021325543366011,0.0,9.413403383853016,0.0,251
36,75.83791716485774,0.20193026067815228,-0.29958389366516824,0.0,9.413403383853016,0.0,251
37,87.86250254703056,0.20780614726426042,-0.6110638951752876,0.0,9.413403383853016,0.0,251
38,102.71690099143565,0.1871989487505997,0.8504848900079622,0.0,9.413403383853016,2.716900991435651,251
39,146.90257168575405,0.2012609893228484,-0.1983607996903345,0.0,9.413403383853016,46.902571685754054,251
40,132.45900246648674,0.19488192025174017,0.34592362438446855,0.0,9.413403383853016,32.45900246648674,251
41,68.93051576728682,0.2111353030811988,-0.24654137917237254,0.0,9.413403383853016,0.0,251
42,65.71848989132528,0.20070058486433284,-0.3580064323860873,0.0,9.413403383853016,0.0,251
43,73.60850785797771,0.1954165845799664,0.10290690124901351,0.0,9.413403383853016,0.0,251
44,134.6253124945928,0.20289934708587218,-0.16633671604350297,0.0,9.413403383853016,34.625312494592805,251
45,102.99250672830883,0.20188522671357872,-0.16749148765920552,0.0,9.413403383853016,2.9925067283088254,251
46,92.82946807208015,0.19403831138960873,0.39239361401593403,0.0,9.413403383853016,0.0,251
47,142.09776627323697,0.19212000489116454,-0.06290129409018164,0.0,9.413403383853016,42.09776627323697,251
48,95.90089911848027,0.20967411224625523,-1.0874487172631333,0.0,9.413403383853016,0.0,251
49,94.68199871155345,0.20137592038910282,0.0006558382739716706,0.0,9.413403383853016,0.0,251
50,85.77111031071092,0.20491134709331482,-0.1707431229765685,0.0,9.413403383853016,0.0,251
